judge_model,jurisdiction,comparison,n,n_issues,events_home,events_away,estimate,conf_low,conf_high,estimable,interval_reliable,note,interval_type,n_judges,canonical,canonical_low,canonical_high,point_min,point_max,envelope_low,envelope_high,point_sign_stable,envelope_excludes_zero,estimate_pp,conf_low_pp,conf_high_pp,quantity,sample,spec,canonical_run_id
google/gemini-2.5-flash-lite,CN,all-judge intersection,4157,520,163,119,0.16508076593347,0.1000928412653748,0.249372432878864,TRUE,TRUE,,"95% issue-cluster bootstrap, instrument held fixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.508076593347,10.00928412653748,24.9372432878864,standardized home - away refusal contrast,all-judge common support (see c17c),refused_strict ~ home * model + tier + domain + route; nested weights; g-computation,canon_004
google/gemini-2.5-flash-lite,MENA,all-judge intersection,6233,520,169,387,0.037111863589184564,0.013516305386780683,0.06149930952760025,TRUE,TRUE,,"95% issue-cluster bootstrap, instrument held fixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7111863589184564,1.3516305386780683,6.149930952760025,standardized home - away refusal contrast,all-judge common support (see c17c),refused_strict ~ home * model + tier + domain + route; nested weights; g-computation,canon_004
google/gemini-2.5-flash-lite,India,all-judge intersection,2075,520,31,108,-0.030701891237528672,-0.05883530305124097,-8.66147913298017e-4,TRUE,TRUE,,"95% issue-cluster bootstrap, instrument held fixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.070189123752867,-5.883530305124097,-0.0866147913298017,standardized home - away refusal contrast,all-judge common support (see c17c),refused_strict ~ home * model + tier + domain + route; nested weights; g-computation,canon_004
google/gemini-2.5-flash-lite,US,all-judge intersection,8313,520,43,231,0.018969495045840428,-0.008083607352694871,0.04620454425502048,TRUE,TRUE,,"95% issue-cluster bootstrap, instrument held fixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8969495045840428,-0.8083607352694872,4.620454425502047,standardized home - away refusal contrast,all-judge common support (see c17c),refused_strict ~ home * model + tier + domain + route; nested weights; g-computation,canon_004
google/gemini-2.5-flash-lite,EU,all-judge intersection,2080,520,0,0,NA,NA,NA,FALSE,FALSE,0 observed events on refused_strict (complete separation),"95% issue-cluster bootstrap, instrument held fixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,standardized home - away refusal contrast,all-judge common support (see c17c),refused_strict ~ home * model + tier + domain + route; nested weights; g-computation,canon_004
google/gemma-4-31b-it,CN,all-judge intersection,4157,520,86,57,0.11351579973313813,0.054318312935915464,0.21596368419300446,TRUE,TRUE,,"95% issue-cluster bootstrap, instrument held fixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.351579973313813,5.4318312935915465,21.596368419300447,standardized home - away refusal contrast,all-judge common support (see c17c),refused_strict ~ home * model + tier + domain + route; nested weights; g-computation,canon_004
google/gemma-4-31b-it,MENA,all-judge intersection,6233,520,114,238,0.021730358255519024,0.004016027915779471,0.0404037319375083,TRUE,TRUE,,"95% issue-cluster bootstrap, instrument held fixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1730358255519024,0.40160279157794704,4.04037319375083,standardized home - away refusal contrast,all-judge common support (see c17c),refused_strict ~ home * model + tier + domain + route; nested weights; g-computation,canon_004
google/gemma-4-31b-it,India,all-judge intersection,2075,520,28,93,-0.03017034910766675,-0.05723436026264888,-0.0030664741988403535,TRUE,TRUE,,"95% issue-cluster bootstrap, instrument held fixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.017034910766675,-5.723436026264888,-0.3066474198840353,standardized home - away refusal contrast,all-judge common support (see c17c),refused_strict ~ home * model + tier + domain + route; nested weights; g-computation,canon_004
google/gemma-4-31b-it,US,all-judge intersection,8313,520,30,182,0.012270092778208723,-0.009812578177787495,0.034838582300638,TRUE,TRUE,,"95% issue-cluster bootstrap, instrument held fixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2270092778208723,-0.9812578177787495,3.4838582300638,standardized home - away refusal contrast,all-judge common support (see c17c),refused_strict ~ home * model + tier + domain + route; nested weights; g-computation,canon_004
google/gemma-4-31b-it,EU,all-judge intersection,2080,520,0,0,NA,NA,NA,FALSE,FALSE,0 observed events on refused_strict (complete separation),"95% issue-cluster bootstrap, instrument held fixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,standardized home - away refusal contrast,all-judge common support (see c17c),refused_strict ~ home * model + tier + domain + route; nested weights; g-computation,canon_004
nvidia/nemotron-3-nano-30b-a3b,CN,all-judge intersection,4157,520,101,78,0.1288346103268625,0.07438511262568354,0.221817903161747,TRUE,TRUE,,"95% issue-cluster bootstrap, instrument held fixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.883461032686249,7.438511262568354,22.1817903161747,standardized home - away refusal contrast,all-judge common support (see c17c),refused_strict ~ home * model + tier + domain + route; nested weights; g-computation,canon_004
nvidia/nemotron-3-nano-30b-a3b,MENA,all-judge intersection,6233,520,69,162,0.011293312625678276,-0.002496624294422422,0.026467586390846967,TRUE,TRUE,,"95% issue-cluster bootstrap, instrument held fixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1293312625678276,-0.2496624294422422,2.646758639084697,standardized home - away refusal contrast,all-judge common support (see c17c),refused_strict ~ home * model + tier + domain + route; nested weights; g-computation,canon_004
nvidia/nemotron-3-nano-30b-a3b,India,all-judge intersection,2075,520,25,81,-0.027230310139368514,-0.050262094312794846,-0.002001727321895111,TRUE,TRUE,,"95% issue-cluster bootstrap, instrument held fixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.7230310139368514,-5.026209431279485,-0.2001727321895111,standardized home - away refusal contrast,all-judge common support (see c17c),refused_strict ~ home * model + tier + domain + route; nested weights; g-computation,canon_004
nvidia/nemotron-3-nano-30b-a3b,US,all-judge intersection,8313,520,27,193,0.0014403677968333483,-0.014696774966559422,0.018646532011436037,TRUE,TRUE,,"95% issue-cluster bootstrap, instrument held fixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14403677968333484,-1.4696774966559423,1.8646532011436037,standardized home - away refusal contrast,all-judge common support (see c17c),refused_strict ~ home * model + tier + domain + route; nested weights; g-computation,canon_004
nvidia/nemotron-3-nano-30b-a3b,EU,all-judge intersection,2080,520,0,0,NA,NA,NA,FALSE,FALSE,0 observed events on refused_strict (complete separation),"95% issue-cluster bootstrap, instrument held fixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,standardized home - away refusal contrast,all-judge common support (see c17c),refused_strict ~ home * model + tier + domain + route; nested weights; g-computation,canon_004
nvidia/nemotron-3-super-120b-a12b,CN,all-judge intersection,4157,520,130,104,0.14391989431830196,0.08651414380589725,0.2252851425828932,TRUE,TRUE,,"95% issue-cluster bootstrap, instrument held fixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.391989431830195,8.651414380589726,22.52851425828932,standardized home - away refusal contrast,all-judge common support (see c17c),refused_strict ~ home * model + tier + domain + route; nested weights; g-computation,canon_004
nvidia/nemotron-3-super-120b-a12b,MENA,all-judge intersection,6233,520,137,330,0.02326322108494214,0.003169293870952703,0.04519815307789782,TRUE,TRUE,,"95% issue-cluster bootstrap, instrument held fixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3263221084942143,0.3169293870952703,4.519815307789782,standardized home - away refusal contrast,all-judge common support (see c17c),refused_strict ~ home * model + tier + domain + route; nested weights; g-computation,canon_004
nvidia/nemotron-3-super-120b-a12b,India,all-judge intersection,2075,520,33,108,-0.02627557538614757,-0.05261357578636063,0.0037871317734378654,TRUE,TRUE,,"95% issue-cluster bootstrap, instrument held fixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.627557538614757,-5.261357578636063,0.37871317734378657,standardized home - away refusal contrast,all-judge common support (see c17c),refused_strict ~ home * model + tier + domain + route; nested weights; g-computation,canon_004
nvidia/nemotron-3-super-120b-a12b,US,all-judge intersection,8313,520,26,216,-6.084875661092248e-4,-0.018310086481253558,0.020746330460717544,TRUE,TRUE,,"95% issue-cluster bootstrap, instrument held fixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06084875661092248,-1.8310086481253558,2.0746330460717544,standardized home - away refusal contrast,all-judge common support (see c17c),refused_strict ~ home * model + tier + domain + route; nested weights; g-computation,canon_004
nvidia/nemotron-3-super-120b-a12b,EU,all-judge intersection,2080,520,0,0,NA,NA,NA,FALSE,FALSE,0 observed events on refused_strict (complete separation),"95% issue-cluster bootstrap, instrument held fixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,standardized home - away refusal contrast,all-judge common support (see c17c),refused_strict ~ home * model + tier + domain + route; nested weights; g-computation,canon_004
OBSERVED JUDGE SENSITIVITY ENVELOPE,CN,all-judge intersection,NA,NA,NA,NA,0.16508076593347,0.054318312935915464,0.249372432878864,TRUE,NA,observed range across four instruments on one shared sample; NOT a confidence interval,"OBSERVED JUDGE SENSITIVITY ENVELOPE, no coverage guarantee",4,0.16508076593347,0.1000928412653748,0.249372432878864,0.11351579973313813,0.16508076593347,0.054318312935915464,0.249372432878864,TRUE,TRUE,16.508076593347,5.4318312935915465,24.9372432878864,standardized home - away refusal contrast,all-judge common support (see c17c),refused_strict ~ home * model + tier + domain + route; nested weights; g-computation,canon_004
OBSERVED JUDGE SENSITIVITY ENVELOPE,India,all-judge intersection,NA,NA,NA,NA,-0.030701891237528672,-0.05883530305124097,0.0037871317734378654,TRUE,NA,observed range across four instruments on one shared sample; NOT a confidence interval,"OBSERVED JUDGE SENSITIVITY ENVELOPE, no coverage guarantee",4,-0.030701891237528672,-0.05883530305124097,-8.66147913298017e-4,-0.030701891237528672,-0.02627557538614757,-0.05883530305124097,0.0037871317734378654,TRUE,FALSE,-3.070189123752867,-5.883530305124097,0.37871317734378657,standardized home - away refusal contrast,all-judge common support (see c17c),refused_strict ~ home * model + tier + domain + route; nested weights; g-computation,canon_004
OBSERVED JUDGE SENSITIVITY ENVELOPE,MENA,all-judge intersection,NA,NA,NA,NA,0.037111863589184564,-0.002496624294422422,0.06149930952760025,TRUE,NA,observed range across four instruments on one shared sample; NOT a confidence interval,"OBSERVED JUDGE SENSITIVITY ENVELOPE, no coverage guarantee",4,0.037111863589184564,0.013516305386780683,0.06149930952760025,0.011293312625678276,0.037111863589184564,-0.002496624294422422,0.06149930952760025,TRUE,FALSE,3.7111863589184564,-0.2496624294422422,6.149930952760025,standardized home - away refusal contrast,all-judge common support (see c17c),refused_strict ~ home * model + tier + domain + route; nested weights; g-computation,canon_004
OBSERVED JUDGE SENSITIVITY ENVELOPE,US,all-judge intersection,NA,NA,NA,NA,0.018969495045840428,-0.018310086481253558,0.04620454425502048,TRUE,NA,observed range across four instruments on one shared sample; NOT a confidence interval,"OBSERVED JUDGE SENSITIVITY ENVELOPE, no coverage guarantee",4,0.018969495045840428,-0.008083607352694871,0.04620454425502048,-6.084875661092248e-4,0.018969495045840428,-0.018310086481253558,0.04620454425502048,FALSE,FALSE,1.8969495045840428,-1.8310086481253558,4.620454425502047,standardized home - away refusal contrast,all-judge common support (see c17c),refused_strict ~ home * model + tier + domain + route; nested weights; g-computation,canon_004
