language,language_label,grouping,group,jurisdiction,n_complete_blocks,n_issues,raw_mean_english,raw_mean_language,estimate,conf_low,conf_high,estimate_pp,conf_low_pp,conf_high_pp,estimand_family,estimand_label,interpretation,home_status_note,outcome,bootstrap_unit
zh,Chinese,model,allam-7b,MENA,2496,624,0.17067307692307693,0.3213141025641026,0.15064102564102563,0.12620192307692307,0.17348758012820512,15.064102564102564,12.620192307692307,17.34875801282051,C_prompt_fixed_language,"paired within-block language difference, by subgroup","effect of delivering the tested translated prompt version, among the tested prompt/model set; conditional on translation equivalence and on no run-order or provider confounding; NOT a causal effect of user language",where grouping = home_status this is a descriptive interaction: how the language difference varies with the issue's home status. It is NOT a home-region causal effect.,refused_strict (engagement_code >= 4),issue_id
zh,Chinese,model,claude-opus-4.5,US,2496,624,0.04006410256410257,0.031650641025641024,-0.008413461538461538,-0.016826923076923076,0.00040064102564102563,-0.8413461538461539,-1.6826923076923077,0.04006410256410256,C_prompt_fixed_language,"paired within-block language difference, by subgroup","effect of delivering the tested translated prompt version, among the tested prompt/model set; conditional on translation equivalence and on no run-order or provider confounding; NOT a causal effect of user language",where grouping = home_status this is a descriptive interaction: how the language difference varies with the issue's home status. It is NOT a home-region causal effect.,refused_strict (engagement_code >= 4),issue_id
zh,Chinese,model,deepseek-chat-v3.1,CN,2496,624,0.049679487179487176,0.16306089743589744,0.11338141025641026,0.09734575320512821,0.12980769230769232,11.338141025641026,9.734575320512821,12.980769230769232,C_prompt_fixed_language,"paired within-block language difference, by subgroup","effect of delivering the tested translated prompt version, among the tested prompt/model set; conditional on translation equivalence and on no run-order or provider confounding; NOT a causal effect of user language",where grouping = home_status this is a descriptive interaction: how the language difference varies with the issue's home status. It is NOT a home-region causal effect.,refused_strict (engagement_code >= 4),issue_id
zh,Chinese,model,falcon3-10b,MENA,2489,623,0.06267577340297308,0.030132583366813983,-0.0325431900361591,-0.044232223517164354,-0.021276783200489313,-3.2543190036159104,-4.4232223517164355,-2.1276783200489313,C_prompt_fixed_language,"paired within-block language difference, by subgroup","effect of delivering the tested translated prompt version, among the tested prompt/model set; conditional on translation equivalence and on no run-order or provider confounding; NOT a causal effect of user language",where grouping = home_status this is a descriptive interaction: how the language difference varies with the issue's home status. It is NOT a home-region causal effect.,refused_strict (engagement_code >= 4),issue_id
zh,Chinese,model,gpt-4o,US,2495,624,0.022044088176352707,0.011222444889779559,-0.010821643286573146,-0.015643802647412757,-0.005608974358974359,-1.0821643286573146,-1.5643802647412757,-0.5608974358974359,C_prompt_fixed_language,"paired within-block language difference, by subgroup","effect of delivering the tested translated prompt version, among the tested prompt/model set; conditional on translation equivalence and on no run-order or provider confounding; NOT a causal effect of user language",where grouping = home_status this is a descriptive interaction: how the language difference varies with the issue's home status. It is NOT a home-region causal effect.,refused_strict (engagement_code >= 4),issue_id
zh,Chinese,model,gpt-5.1,US,2496,624,0.041666666666666664,0.024439102564102564,-0.017227564102564104,-0.024849759615384614,-0.009615384615384616,-1.7227564102564104,-2.4849759615384612,-0.9615384615384616,C_prompt_fixed_language,"paired within-block language difference, by subgroup","effect of delivering the tested translated prompt version, among the tested prompt/model set; conditional on translation equivalence and on no run-order or provider confounding; NOT a causal effect of user language",where grouping = home_status this is a descriptive interaction: how the language difference varies with the issue's home status. It is NOT a home-region causal effect.,refused_strict (engagement_code >= 4),issue_id
zh,Chinese,model,grok-4.3,US,2496,624,0.020432692307692308,0.015224358974358974,-0.005208333333333333,-0.011618589743589744,0.0016025641025641025,-0.5208333333333333,-1.1618589743589745,0.16025641025641024,C_prompt_fixed_language,"paired within-block language difference, by subgroup","effect of delivering the tested translated prompt version, among the tested prompt/model set; conditional on translation equivalence and on no run-order or provider confounding; NOT a causal effect of user language",where grouping = home_status this is a descriptive interaction: how the language difference varies with the issue's home status. It is NOT a home-region causal effect.,refused_strict (engagement_code >= 4),issue_id
zh,Chinese,model,jais-8b,MENA,2496,624,0.023637820512820512,0.04006410256410257,0.016426282051282052,0.005208333333333333,0.02645232371794871,1.6426282051282053,0.5208333333333333,2.645232371794871,C_prompt_fixed_language,"paired within-block language difference, by subgroup","effect of delivering the tested translated prompt version, among the tested prompt/model set; conditional on translation equivalence and on no run-order or provider confounding; NOT a causal effect of user language",where grouping = home_status this is a descriptive interaction: how the language difference varies with the issue's home status. It is NOT a home-region causal effect.,refused_strict (engagement_code >= 4),issue_id
zh,Chinese,model,mistral-large-2512,EU,2496,624,0,0,0,0,0,0,0,0,C_prompt_fixed_language,"paired within-block language difference, by subgroup","effect of delivering the tested translated prompt version, among the tested prompt/model set; conditional on translation equivalence and on no run-order or provider confounding; NOT a causal effect of user language",where grouping = home_status this is a descriptive interaction: how the language difference varies with the issue's home status. It is NOT a home-region causal effect.,refused_strict (engagement_code >= 4),issue_id
zh,Chinese,model,qwen3-max,CN,2496,624,0.07371794871794872,0.06570512820512821,-0.008012820512820512,-0.019631410256410256,0.003205128205128205,-0.8012820512820512,-1.9631410256410255,0.3205128205128205,C_prompt_fixed_language,"paired within-block language difference, by subgroup","effect of delivering the tested translated prompt version, among the tested prompt/model set; conditional on translation equivalence and on no run-order or provider confounding; NOT a causal effect of user language",where grouping = home_status this is a descriptive interaction: how the language difference varies with the issue's home status. It is NOT a home-region causal effect.,refused_strict (engagement_code >= 4),issue_id
